num_options,threshold_disapprove,threshold_approve,social_bonus_cap,num_agents,votes,util_total,util_agent
5,20,80,2,8,4.298,0.9064123571879908,"[0.6209160921238676, 0.6349221078099052, 0.6395359112908523, 0.6538784452628251, 0.661199672672435, 0.6884635397611595, 0.7065267173347214, 0.7410637177330405]"
5,20,80,2,9,4.6509,0.8922801410379899,"[0.6060431980876717, 0.6242029477386982, 0.6368038151443406, 0.6350597181572812, 0.642637329661732, 0.6578617856390004, 0.6727442376710555, 0.6884089023058393, 0.7039170898672257]"
5,20,80,2,9,4.6383,0.9016240368200757,"[0.6135701252532925, 0.6163076065871148, 0.6371817645475609, 0.6375091275086157, 0.6450172367022723, 0.6635792402340704, 0.6812046768208635, 0.6958551796864269, 0.729353526426117]"
5,30,60,0,3,2.1483,0.9490807509705399,"[0.7860284405695662, 0.7859261455938488, 0.7860069784219077]"
5,30,60,0,3,2.1525,0.9493871639473398,"[0.7849808311986219, 0.7856179711871693, 0.7861268168855536]"
5,30,60,0,4,2.709,0.9570417776088862,"[0.7686653621836882, 0.7625273652603167, 0.7587509706234952, 0.7620042641744833]"
5,30,60,0,4,2.704,0.9552156621267485,"[0.7607468258385833, 0.7599982328864138, 0.7603539805835288, 0.7613457614703916]"
5,30,60,0,5,3.232,0.958951182514613,"[0.742941241000909, 0.7389311332939186, 0.7433755086270433, 0.7429229609552439, 0.7421380797146703]"
5,30,60,0,5,3.2415,0.9608472167865554,"[0.7476481981732872, 0.7458999766788547, 0.745488005663492, 0.7439128843447474, 0.7407303504809775]"
5,30,60,0,6,3.7704,0.9645748762265932,"[0.7288615936731827, 0.7314266709306909, 0.7290719286994595, 0.7340713456714297, 0.7367588559838071, 0.7316047320518084]"
5,30,60,0,6,3.7697,0.9642594093340846,"[0.7323815196236829, 0.7340704553496267, 0.7325975686291037, 0.7245790158029736, 0.728743376205859, 0.7338654164149175]"
5,30,60,0,7,4.2853,0.9660048331232961,"[0.7245982012165387, 0.7304671898854543, 0.7268867715852446, 0.7196884177873016, 0.7124482903137468, 0.7176391704365704, 0.7213432321282706]"
5,30,60,0,7,4.275,0.9659807446277191,"[0.721053946359035, 0.7246329385398345, 0.7184675743527248, 0.7209652008479709, 0.7184608424147547, 0.7193018969609303, 0.7251730710669578]"
5,30,60,0,8,4.7945,0.969733427101764,"[0.7175564670774355, 0.7147949431801923, 0.7152527960906292, 0.7152332586840904, 0.7143086557591111, 0.7114871608758092, 0.7116608095750714, 0.7151102131969413]"
5,30,60,0,8,4.7847,0.9686981042791489,"[0.7171896422463435, 0.7079763119167288, 0.7108409286404886, 0.7177536213775003, 0.7185419177319278, 0.7126223522663594, 0.7107969654915414, 0.7188917817891453]"
5,30,60,0,9,5.2939,0.9706217931398589,"[0.7097728723393442, 0.7069505538403967, 0.7056891502180255, 0.7078810639551049, 0.704883342815514, 0.7102483478502806, 0.7163539106143718, 0.7069366183219307, 0.7111378146329412]"
5,30,60,0,9,5.2672,0.9704200680670707,"[0.7098342247829703, 0.7114440157551002, 0.704374214173079, 0.7123915344231208, 0.7049687273180544, 0.7064552496348647, 0.7075647020772028, 0.7076923153688364, 0.7033498460007244]"
5,30,60,1,3,2.2195,0.9426884285652404,"[0.7866735075201758, 0.7828751197170203, 0.7870385652195909]"
5,30,60,1,3,2.2259,0.9470212804180148,"[0.7905456274014108, 0.7870903016494984, 0.7901396055361946]"
5,30,60,1,4,2.771,0.9503838939318272,"[0.7596317135086526, 0.7588576149500957, 0.7588643552118819, 0.7639602197151848]"
5,30,60,1,4,2.7818,0.9522389769188585,"[0.7551303021166277, 0.7626115478877695, 0.7654642695105843, 0.7654672358311833]"
5,30,60,1,5,3.3261,0.9552374644647028,"[0.7395691421083762, 0.7486927941007585, 0.7382187275151575, 0.7454454479957295, 0.7490103710622967]"
5,30,60,1,5,3.3193,0.9568649198030161,"[0.7408424990054294, 0.7404702432844198, 0.7444214868991014, 0.7471290673179857, 0.7454872719531052]"
5,30,60,1,6,3.8577,0.9593576339432469,"[0.7228108452700831, 0.7323379960678964, 0.7269827034284455, 0.7341819492497678, 0.7337043952634764, 0.7307956442096477]"
5,30,60,1,6,3.8598,0.9618463548011801,"[0.724510122949182, 0.7329950105828121, 0.7326051734226418, 0.7323833470187667, 0.7402276435014173, 0.7348857938368445]"
5,30,60,1,7,4.3708,0.9624482435979469,"[0.7113312141641742, 0.7225285024941444, 0.7244179740440111, 0.7217248855772118, 0.7220321556367929, 0.7220338811331712, 0.7254468323015435]"
5,30,60,1,7,4.3859,0.9644979668663942,"[0.7136040139352997, 0.71643819314608, 0.7240799530867267, 0.7254300594299838, 0.7271154165363005, 0.7254020234126161, 0.7331524607476742]"
5,30,60,1,8,4.8934,0.9649855453364041,"[0.7077554506255762, 0.7112771478546047, 0.7087184869912033, 0.7113059773187219, 0.7207013237049213, 0.7186926690370474, 0.7184530314254812, 0.7183510658062]"
5,30,60,1,8,4.8988,0.9673821346924526,"[0.7057162844217082, 0.7092003115327085, 0.7110541777829665, 0.7178671376113636, 0.7195989605420279, 0.7225372961220439, 0.719718519436665, 0.7195832891071292]"
5,30,60,1,9,5.4047,0.9673812272329593,"[0.7020239879553872, 0.7034279825123086, 0.7037532284552215, 0.704055223236566, 0.706413809780737, 0.7122615841562896, 0.7105552858846795, 0.7140394458820666, 0.7096800082041984]"
5,30,60,1,9,5.3914,0.9683808315265052,"[0.7048655468098408, 0.700676244366427, 0.7085800884602402, 0.7030220045416855, 0.7076419705390382, 0.7126967005828269, 0.713411417336978, 0.7044957847310352, 0.7120426332141241]"
5,30,60,2,3,2.3935,0.9301566552071101,"[0.769158464695859, 0.7783355156134025, 0.7854766853046384]"
5,30,60,2,3,2.3882,0.9353592938814825,"[0.7666148606841708, 0.7794776789102128, 0.7953028070385261]"
5,30,60,2,4,3.0004,0.9378404887228947,"[0.7415550383921438, 0.7496398374080443, 0.7563861505544165, 0.7607587616388307]"
5,30,60,2,4,3.0116,0.9446068899709505,"[0.7402667090210512, 0.7542334368012924, 0.759014743093163, 0.7725608351968081]"
5,30,60,2,5,3.6058,0.945476507517069,"[0.722854628948663, 0.7299799824511222, 0.7413105536354814, 0.7454256218053087, 0.7514119597100889]"
5,30,60,2,5,3.5854,0.9495020325961468,"[0.7258424028591131, 0.7284924619848328, 0.7405828217420123, 0.7454611880097008, 0.7594328820322371]"
